matching.btree_spp,link_sp_name,cz,BL_latin,c_name,sister_split
Treron olax,little-green-pigeon-treron-olax,ok,Treron olax,Little Green-pigeon,
Treron oxyurus,sumatran-green-pigeon-treron-oxyurus,ok,Treron oxyurus,Sumatran Green-pigeon,
Treron phoenicopterus,yellow-footed-green-pigeon-treron-phoenicopterus,ok,Treron phoenicopterus,Yellow-footed Green-pigeon,
Treron psittaceus,timor-green-pigeon-treron-psittaceus,ok,Treron psittaceus,Timor Green-pigeon,
Treron sanctithomae,sao-tome-green-pigeon-treron-sanctithomae,ok,Treron sanctithomae,Sao Tome Green-pigeon,
Treron seimundi,yellow-vented-green-pigeon-treron-seimundi,ok,Treron seimundi,Yellow-vented Green-pigeon,
Treron sieboldii,white-bellied-green-pigeon-treron-sieboldii,ok,Treron sieboldii,White-bellied Green-pigeon,
Treron sphenurus,wedge-tailed-green-pigeon-treron-sphenurus,ok,Treron sphenurus,Wedge-tailed Green-pigeon,
Treron vernans,pink-necked-green-pigeon-treron-vernans,ok,Treron vernans,Pink-necked Green-pigeon,
Treron waalia,bruces-green-pigeon-treron-waalia,ok,Treron waalia,Bruce's Green-pigeon,
Trichastoma bicolor,ferruginous-babbler-trichastoma-bicolor,ok,Trichastoma bicolor,Ferruginous Babbler,
Trichastoma celebense,sulawesi-babbler-trichastoma-celebense,ok,Trichastoma celebense,Sulawesi Babbler,
Trichastoma pyrrogenys,temmincks-babbler-trichastoma-pyrrogenys,ok,Trichastoma pyrrogenys,Temminck's Babbler,
Trichastoma rostratum,white-chested-babbler-trichastoma-rostratum,ok,Trichastoma rostratum,White-chested Babbler,
Trichastoma tickelli,buff-breasted-babbler-trichastoma-tickelli,ok,Trichastoma tickelli,Buff-breasted Babbler,
Trichixos pyrropygus,rufous-tailed-shama-trichixos-pyrropygus,ok,Trichixos pyrropygus,Rufous-tailed Shama,
Trichodere cockerelli,white-streaked-honeyeater-trichodere-cockerelli,ok,Trichodere cockerelli,White-streaked Honeyeater,
Trichoglossus chlorolepidotus,scaly-breasted-lorikeet-trichoglossus-chlorolepidotus,ok,Trichoglossus chlorolepidotus,Scaly-breasted Lorikeet,
Trichoglossus euteles,olive-headed-lorikeet-trichoglossus-euteles,ok,Trichoglossus euteles,Olive-headed Lorikeet,
Trichoglossus haematodus,scarlet-breasted-lorikeet-trichoglossus-forsteni,ok,Trichoglossus forsteni,Scarlet-breasted lorikeet,
Trichoglossus haematodus,marigold-lorikeet-trichoglossus-capistratus,ok,Trichoglossus capistratus,Marigold lorikeet,
Trichoglossus haematodus,flores-lorikeet-trichoglossus-weberi,ok,Trichoglossus weberi,Flores lorikeet,
Trichoglossus haematodus,rainbow-lorikeet-trichoglossus-moluccanus,ok,Trichoglossus moluccanus,Rainbow lorikeet,
Trichoglossus haematodus,biak-lorikeet-trichoglossus-rosenbergii,ok,Trichoglossus rosenbergii,Biak lorikeet,
Trichoglossus haematodus,red-collared-lorikeet-trichoglossus-rubritorquis,ok,Trichoglossus rubritorquis,Red-collared Lorikeet,
Trichoglossus haematodus,coconut-lorikeet-trichoglossus-haematodus,ok,Trichoglossus haematodus,Coconut Lorikeet,
Trichoglossus johnstoniae,mindanao-lorikeet-trichoglossus-johnstoniae,ok,Trichoglossus johnstoniae,Mindanao Lorikeet,
Trichoglossus ornatus,ornate-lorikeet-trichoglossus-ornatus,ok,Trichoglossus ornatus,Ornate Lorikeet,
Trichoglossus rubiginosus,pohnpei-lorikeet-trichoglossus-rubiginosus,ok,Trichoglossus rubiginosus,Pohnpei Lorikeet,
Tricholaema hirsuta,hairy-breasted-barbet-tricholaema-hirsuta,ok,Tricholaema hirsuta,Hairy-breasted Barbet,
Tricholestes criniger,hairy-backed-bulbul-tricholestes-criniger,ok,Tricholestes criniger,Hairy-backed Bulbul,
Trichothraupis melanops,black-goggled-tanager-trichothraupis-melanops,ok,Trichothraupis melanops,Black-goggled Tanager,
Triclaria malachitacea,blue-bellied-parrot-triclaria-malachitacea,ok,Triclaria malachitacea,Blue-bellied Parrot,
Trigonoceps occipitalis,white-headed-vulture-trigonoceps-occipitalis,ok,Trigonoceps occipitalis,White-headed Vulture,
Tringa flavipes,lesser-yellowlegs-tringa-flavipes,ok,Tringa flavipes,Lesser Yellowlegs,
Tringa melanoleuca,greater-yellowlegs-tringa-melanoleuca,ok,Tringa melanoleuca,Greater Yellowlegs,
Tringa ochropus,green-sandpiper-tringa-ochropus,ok,Tringa ochropus,Green Sandpiper,
Tringa solitaria,solitary-sandpiper-tringa-solitaria,ok,Tringa solitaria,Solitary Sandpiper,
Trochilus polytmus,red-billed-streamertail-trochilus-polytmus,ok,Trochilus polytmus,Red-billed Streamertail,
Trochocercus nitens,western-crested-flycatcher-trochocercus-nitens,ok,Trochocercus nitens,Western Crested-flycatcher,
Trogon citreolus,citreoline-trogon-trogon-citreolus,ok,Trogon citreolus,Citreoline Trogon,
Trogon collaris,collared-trogon-trogon-collaris,ok,Trogon collaris,Collared Trogon,Trogon aurantiiventris
Trogon curucui,blue-crowned-trogon-trogon-curucui,ok,Trogon curucui,Blue-crowned Trogon,
Trogon massena,slaty-tailed-trogon-trogon-massena,ok,Trogon massena,Slaty-tailed Trogon,
Trogon melanurus,black-tailed-trogon-trogon-melanurus,ok,Trogon melanurus,Black-tailed Trogon,
Trogon mexicanus,mountain-trogon-trogon-mexicanus,ok,Trogon mexicanus,Mountain Trogon,
Trogon personatus,masked-trogon-trogon-personatus,ok,Trogon personatus,Masked Trogon,
Trogon viridis,green-backed-trogon-trogon-viridis,ok,Trogon viridis,Green-backed Trogon,
Tropicranus albocristatus,western-long-tailed-hornbill-horizocerus-albocristatus,ok,Horizocerus albocristatus,Western Long-tailed Hornbill,
Tropicranus albocristatus,eastern-long-tailed-hornbill-horizocerus-cassini,ok,Horizocerus cassini,Eastern Long-tailed Hornbill,
Trugon terrestris,thick-billed-ground-pigeon-trugon-terrestris,ok,Trugon terrestris,Thick-billed Ground-pigeon,
Tryngites subruficollis,buff-breasted-sandpiper-calidris-subruficollis,ok,Calidris subruficollis,Buff-breasted Sandpiper,
Tumbezia salvini,tumbes-tyrant-ochthoeca-salvini,ok,Ochthoeca salvini,Tumbes Tyrant,
Turacoena manadensis,white-faced-cuckoo-dove-turacoena-manadensis,ok,Turacoena manadensis,White-faced Cuckoo-dove,
Turacoena modesta,black-cuckoo-dove-turacoena-modesta,ok,Turacoena modesta,Black Cuckoo-dove,
Turdinus atrigularis,black-throated-wren-babbler-turdinus-atrigularis,ok,Turdinus atrigularis,Black-throated Wren-babbler,
Turdinus macrodactylus,large-wren-babbler-turdinus-macrodactylus,ok,Turdinus macrodactylus,Large Wren-babbler,
Turdinus rufipectus,rusty-breasted-wren-babbler-turdinus-rufipectus,ok,Turdinus rufipectus,Rusty-breasted Wren-babbler,
Turdoides affinis,yellow-billed-babbler-turdoides-affinis,ok,Turdoides affinis,Yellow-billed Babbler,
Turdoides altirostris,iraq-babbler-argya-altirostris,ok,Argya altirostris,Iraq Babbler,
Turdoides aylmeri,scaly-chatterer-argya-aylmeri,ok,Argya aylmeri,Scaly Chatterer,
Turdoides bicolor,southern-pied-babbler-turdoides-bicolor,ok,Turdoides bicolor,Southern Pied Babbler,
Turdoides caudata,common-babbler-argya-caudata,ok,Argya caudata,Common Babbler,
Turdoides earlei,striated-babbler-argya-earlei,ok,Argya earlei,Striated Babbler,
Turdoides fulva,fulvous-babbler-argya-fulva,ok,Argya fulva,Fulvous Babbler,
Turdoides gularis,white-throated-babbler-chatarrhaea-gularis,ok,Chatarrhaea gularis,White-throated Babbler,
Turdoides gymnogenys,bare-cheeked-babbler-turdoides-gymnogenys,ok,Turdoides gymnogenys,Bare-cheeked Babbler,
Turdoides hartlaubii,hartlaubs-babbler-turdoides-hartlaubii,ok,Turdoides hartlaubii,Hartlaub's Babbler,
Turdoides hindei,hindes-babbler-turdoides-hindei,ok,Turdoides hindei,Hinde's Babbler,
Turdoides hypoleuca,northern-pied-babbler-turdoides-hypoleuca,ok,Turdoides hypoleuca,Northern Pied Babbler,
Turdoides jardineii,arrow-marked-babbler-turdoides-jardineii,ok,Turdoides jardineii,Arrow-marked Babbler,
Turdoides leucocephala,white-headed-babbler-turdoides-leucocephala,ok,Turdoides leucocephala,White-headed Babbler,
Turdoides leucopygia,white-rumped-babbler-turdoides-leucopygia,ok,Turdoides leucopygia,White-rumped Babbler,
Turdoides longirostris,slender-billed-babbler-chatarrhaea-longirostris,ok,Chatarrhaea longirostris,Slender-billed Babbler,
Turdoides malcolmi,large-grey-babbler-argya-malcolmi,ok,Argya malcolmi,Large Grey Babbler,
Turdoides melanops,black-faced-babbler-turdoides-melanops,ok,Turdoides melanops,Black-faced Babbler,
Turdoides nipalensis,spiny-babbler-acanthoptila-nipalensis,ok,Acanthoptila nipalensis,Spiny Babbler,
Turdoides plebejus,brown-babbler-turdoides-plebejus,ok,Turdoides plebejus,Brown Babbler,
Turdoides rubiginosa,rufous-chatterer-argya-rubiginosa,ok,Argya rubiginosa,Rufous Chatterer,
Turdoides rufescens,orange-billed-babbler-turdoides-rufescens,ok,Turdoides rufescens,Orange-billed Babbler,
Turdoides sharpei,black-lored-babbler-turdoides-sharpei,ok,Turdoides sharpei,Black-lored Babbler,
Turdoides squamiceps,arabian-babbler-argya-squamiceps,ok,Argya squamiceps,Arabian Babbler,
Turdoides squamulata,scaly-babbler-turdoides-squamulata,ok,Turdoides squamulata,Scaly Babbler,
Turdoides subrufa,rufous-babbler-argya-subrufa,ok,Argya subrufa,Rufous Babbler,
Turdoides tenebrosa,dusky-babbler-turdoides-tenebrosa,ok,Turdoides tenebrosa,Dusky Babbler,
Turdus albicollis,white-necked-thrush-turdus-albicollis,ok,Turdus albicollis,White-necked Thrush,
Turdus albocinctus,white-collared-blackbird-turdus-albocinctus,ok,Turdus albocinctus,White-collared Blackbird,
Turdus amaurochalinus,creamy-bellied-thrush-turdus-amaurochalinus,ok,Turdus amaurochalinus,Creamy-bellied Thrush,
Turdus assimilis,white-throated-thrush-turdus-assimilis,ok,Turdus assimilis,White-throated Thrush,Turdus daguae
Turdus aurantius,white-chinned-thrush-turdus-aurantius,ok,Turdus aurantius,White-chinned Thrush,
Turdus bewsheri,comoro-thrush-turdus-bewsheri,ok,Turdus bewsheri,Comoro Thrush,
Turdus boulboul,grey-winged-blackbird-turdus-boulboul,ok,Turdus boulboul,Grey-winged Blackbird,
Turdus cardis,japanese-thrush-turdus-cardis,ok,Turdus cardis,Japanese Thrush,
Turdus celaenops,izu-thrush-turdus-celaenops,ok,Turdus celaenops,Izu Thrush,
Turdus chrysolaus,brown-headed-thrush-turdus-chrysolaus,ok,Turdus chrysolaus,Brown-headed Thrush,
Turdus daguae,white-throated-thrush-turdus-assimilis,ok,Turdus assimilis,White-throated Thrush,Turdus assimilis
Turdus dissimilis,black-breasted-thrush-turdus-dissimilis,ok,Turdus dissimilis,Black-breasted Thrush,
Turdus falcklandii,austral-thrush-turdus-falcklandii,ok,Turdus falcklandii,Austral Thrush,
Turdus feae,grey-sided-thrush-turdus-feae,ok,Turdus feae,Grey-sided Thrush,
Turdus flavipes,yellow-legged-thrush-turdus-flavipes,ok,Turdus flavipes,Yellow-legged Thrush,
Turdus fumigatus,cocoa-thrush-turdus-fumigatus,ok,Turdus fumigatus,Cocoa Thrush,
Turdus fuscater,great-thrush-turdus-fuscater,ok,Turdus fuscater,Great Thrush,
Turdus grayi,clay-colored-thrush-turdus-grayi,ok,Turdus grayi,Clay-colored Thrush,
Turdus helleri,taita-thrush-turdus-helleri,ok,Turdus helleri,Taita Thrush,
Turdus hortulorum,grey-backed-thrush-turdus-hortulorum,ok,Turdus hortulorum,Grey-backed Thrush,
Turdus iliacus,redwing-turdus-iliacus,ok,Turdus iliacus,Redwing,
Turdus infuscatus,black-thrush-turdus-infuscatus,ok,Turdus infuscatus,Black Thrush,
Turdus jamaicensis,white-eyed-thrush-turdus-jamaicensis,ok,Turdus jamaicensis,White-eyed Thrush,
Turdus kessleri,white-backed-thrush-turdus-kessleri,ok,Turdus kessleri,White-backed Thrush,
Turdus lawrencii,lawrences-thrush-turdus-lawrencii,ok,Turdus lawrencii,Lawrence's Thrush,
Turdus leucomelas,pale-breasted-thrush-turdus-leucomelas,ok,Turdus leucomelas,Pale-breasted Thrush,
Turdus leucops,pale-eyed-thrush-turdus-leucops,ok,Turdus leucops,Pale-eyed Thrush,
Turdus lherminieri,forest-thrush-turdus-lherminieri,ok,Turdus lherminieri,Forest Thrush,
Turdus libonyanus,kurrichane-thrush-turdus-libonyana,ok,Turdus libonyana,Kurrichane Thrush,
Turdus ludoviciae,somali-thrush-turdus-ludoviciae,ok,Turdus ludoviciae,Somali Thrush,
Turdus maculirostris,ecuadorian-thrush-turdus-maculirostris,ok,Turdus maculirostris,Ecuadorian Thrush,
Turdus maranonicus,maranon-thrush-turdus-maranonicus,ok,Turdus maranonicus,Maranon Thrush,
Turdus mupinensis,chinese-thrush-otocichla-mupinensis,ok,Otocichla mupinensis,Chinese Thrush,
Turdus nigrescens,sooty-thrush-turdus-nigrescens,ok,Turdus nigrescens,Sooty Thrush,
Turdus nudigenis,spectacled-thrush-turdus-nudigenis,ok,Turdus nudigenis,Spectacled Thrush,
Turdus obscurus,eyebrowed-thrush-turdus-obscurus,ok,Turdus obscurus,Eyebrowed Thrush,
Turdus obsoletus,pale-vented-thrush-turdus-obsoletus,ok,Turdus obsoletus,Pale-vented Thrush,
Turdus olivaceofuscus,principe-thrush-turdus-xanthorhynchus,ok,Turdus xanthorhynchus,Principe Thrush,
Turdus olivaceofuscus,sao-tome-thrush-turdus-olivaceofuscus,ok,Turdus olivaceofuscus,Sao Tome Thrush,
Turdus olivater,black-hooded-thrush-turdus-olivater,ok,Turdus olivater,Black-hooded Thrush,
Turdus pallidus,pale-thrush-turdus-pallidus,ok,Turdus pallidus,Pale Thrush,
Turdus pelios,african-thrush-turdus-pelios,ok,Turdus pelios,African Thrush,
Turdus philomelos,song-thrush-turdus-philomelos,ok,Turdus philomelos,Song Thrush,
Turdus pilaris,fieldfare-turdus-pilaris,ok,Turdus pilaris,Fieldfare,
Turdus plebejus,mountain-thrush-turdus-plebejus,ok,Turdus plebejus,Mountain Thrush,
Turdus reevei,plumbeous-backed-thrush-turdus-reevei,ok,Turdus reevei,Plumbeous-backed Thrush,
Turdus rubrocanus,chestnut-thrush-turdus-rubrocanus,ok,Turdus rubrocanus,Chestnut Thrush,
Turdus rufitorques,rufous-collared-thrush-turdus-rufitorques,ok,Turdus rufitorques,Rufous-collared Thrush,
Turdus rufiventris,rufous-bellied-thrush-turdus-rufiventris,ok,Turdus rufiventris,Rufous-bellied Thrush,
Turdus rufopalliatus,rufous-backed-thrush-turdus-rufopalliatus,ok,Turdus rufopalliatus,Rufous-backed Thrush,
Turdus serranus,glossy-black-thrush-turdus-serranus,ok,Turdus serranus,Glossy-black Thrush,
Turdus swalesi,la-selle-thrush-turdus-swalesi,ok,Turdus swalesi,La Selle Thrush,
Turdus tephronotus,bare-eyed-thrush-turdus-tephronotus,ok,Turdus tephronotus,Bare-eyed Thrush,
Turdus torquatus,ring-ouzel-turdus-torquatus,ok,Turdus torquatus,Ring Ouzel,
Turdus unicolor,tickells-thrush-turdus-unicolor,ok,Turdus unicolor,Tickell's Thrush,
Turdus viscivorus,mistle-thrush-turdus-viscivorus,ok,Turdus viscivorus,Mistle Thrush,
Turnix hottentottus,black-rumped-buttonquail-turnix-nanus,ok,Turnix nanus,Black-rumped Buttonquail,
Turnix hottentottus,hottentot-buttonquail-turnix-hottentottus,ok,Turnix hottentottus,Hottentot Buttonquail,
Turnix sylvaticus,common-buttonquail-turnix-sylvaticus,ok,Turnix sylvaticus,Common Buttonquail,
Turnix tanki,yellow-legged-buttonquail-turnix-tanki,ok,Turnix tanki,Yellow-legged Buttonquail,
Turtur abyssinicus,black-billed-wood-dove-turtur-abyssinicus,ok,Turtur abyssinicus,Black-billed Wood-dove,
Turtur afer,blue-spotted-wood-dove-turtur-afer,ok,Turtur afer,Blue-spotted Wood-dove,
Turtur brehmeri,blue-headed-wood-dove-turtur-brehmeri,ok,Turtur brehmeri,Blue-headed Wood-dove,
Turtur chalcospilos,emerald-spotted-wood-dove-turtur-chalcospilos,ok,Turtur chalcospilos,Emerald-spotted Wood-dove,
Turtur tympanistria,tambourine-dove-turtur-tympanistria,ok,Turtur tympanistria,Tambourine Dove,
Tylas eduardi,tylas-vanga-tylas-eduardi,ok,Tylas eduardi,Tylas Vanga,
Tympanuchus cupido,greater-prairie-chicken-tympanuchus-cupido,ok,Tympanuchus cupido,Greater Prairie-chicken,
Tympanuchus phasianellus,sharp-tailed-grouse-tympanuchus-phasianellus,ok,Tympanuchus phasianellus,Sharp-tailed Grouse,
Tyranneutes stolzmanni,dwarf-tyrant-manakin-tyranneutes-stolzmanni,ok,Tyranneutes stolzmanni,Dwarf Tyrant-manakin,
Tyrannopsis sulphurea,sulphury-flycatcher-tyrannopsis-sulphurea,ok,Tyrannopsis sulphurea,Sulphury Flycatcher,
Tyrannulus elatus,yellow-crowned-tyrannulet-tyrannulus-elatus,ok,Tyrannulus elatus,Yellow-crowned Tyrannulet,
Tyrannus melancholicus,tropical-kingbird-tyrannus-melancholicus,ok,Tyrannus melancholicus,Tropical Kingbird,
Tyrannus tyrannus,eastern-kingbird-tyrannus-tyrannus,ok,Tyrannus tyrannus,Eastern Kingbird,
Tyrannus verticalis,western-kingbird-tyrannus-verticalis,ok,Tyrannus verticalis,Western Kingbird,
Tyrannus vociferans,cassins-kingbird-tyrannus-vociferans,ok,Tyrannus vociferans,Cassin's Kingbird,
Tyto alba,common-barn-owl-tyto-alba,ok,Tyto alba,Common Barn-owl,
Tyto novaehollandiae,australian-masked-owl-tyto-novaehollandiae,problem,Tyto novaehollandiae,Australian Masked-owl,"Tyto manusi, Tyto sororcula"
Tyto rosenbergii,sulawesi-masked-owl-tyto-rosenbergii,ok,Tyto rosenbergii,Sulawesi Masked-owl ,
Upucerthia serrana,striated-earthcreeper-geocerthia-serrana,ok,Geocerthia serrana,Striated Earthcreeper,
Upupa epops,madagascar-hoopoe-upupa-marginata,ok,Upupa marginata,Madagascar Hoopoe,
Upupa epops,common-hoopoe-upupa-epops,ok,Upupa epops,Common Hoopoe,
Uraeginthus bengalus,red-cheeked-cordon-bleu-uraeginthus-bengalus,ok,Uraeginthus bengalus,Red-cheeked Cordon-bleu,
Uragus sibiricus,long-tailed-rosefinch-carpodacus-sibiricus,ok,Carpodacus sibiricus,Long-tailed Rosefinch,
Uratelornis chimaera,long-tailed-ground-roller-uratelornis-chimaera,ok,Uratelornis chimaera,Long-tailed Ground-roller,
Uria aalge,common-murre-uria-aalge,ok,Uria aalge,Common Murre,
Uria lomvia,thick-billed-murre-uria-lomvia,ok,Uria lomvia,Thick-billed Murre,
Urocissa caerulea,taiwan-blue-magpie-urocissa-caerulea,ok,Urocissa caerulea,Taiwan Blue Magpie,
Urocissa erythrorhyncha,red-billed-blue-magpie-urocissa-erythroryncha,ok,Urocissa erythroryncha,Red-billed Blue Magpie,
Urocissa flavirostris,yellow-billed-blue-magpie-urocissa-flavirostris,ok,Urocissa flavirostris,Yellow-billed Blue Magpie,
Urocissa ornata,sri-lanka-blue-magpie-urocissa-ornata,ok,Urocissa ornata,Sri Lanka Blue Magpie,
Urocolius macrourus,blue-naped-mousebird-urocolius-macrourus,ok,Urocolius macrourus,Blue-naped Mousebird,
Urocynchramus pylzowi,przevalskis-rosefinch-urocynchramus-pylzowi,ok,Urocynchramus pylzowi,Przevalski's Rosefinch,
Urolais epichlorus,green-longtail-urolais-epichlorus,ok,Urolais epichlorus,Green Longtail,
Urolestes melanoleucus,magpie-shrike-urolestes-melanoleucus,ok,Urolestes melanoleucus,Magpie Shrike,
Uropelia campestris,long-tailed-ground-dove-uropelia-campestris,ok,Uropelia campestris,Long-tailed Ground-dove,
Uropsila leucogastra,white-bellied-wren-uropsila-leucogastra,ok,Uropsila leucogastra,White-bellied Wren,
Urosphena squameiceps,asian-stubtail-urosphena-squameiceps,ok,Urosphena squameiceps,Asian Stubtail,
Urosphena subulata,timor-stubtail-urosphena-subulata,ok,Urosphena subulata,Timor Stubtail,
Urosphena whiteheadi,bornean-stubtail-urosphena-whiteheadi,ok,Urosphena whiteheadi,Bornean Stubtail,
Urosticte benjamini,purple-bibbed-whitetip-urosticte-benjamini,ok,Urosticte benjamini,Purple-bibbed Whitetip,
Urothraupis stolzmanni,stolzmanns-tanager-urothraupis-stolzmanni,ok,Urothraupis stolzmanni,Stolzmann's Tanager,
Urotriorchis macrourus,long-tailed-hawk-urotriorchis-macrourus,ok,Urotriorchis macrourus,Long-tailed Hawk,
Vanellus vanellus,northern-lapwing-vanellus-vanellus,ok,Vanellus vanellus,Northern Lapwing,
Vanga curvirostris,hook-billed-vanga-vanga-curvirostris,ok,Vanga curvirostris,Hook-billed Vanga,
Veniliornis affinis,red-stained-woodpecker-veniliornis-affinis,ok,Veniliornis affinis,Red-stained Woodpecker,
Veniliornis callonotus,scarlet-backed-woodpecker-veniliornis-callonotus,ok,Veniliornis callonotus,Scarlet-backed Woodpecker,
Veniliornis cassini,golden-collared-woodpecker-veniliornis-cassini,ok,Veniliornis cassini,Golden-collared Woodpecker,
Veniliornis frontalis,dot-fronted-woodpecker-veniliornis-frontalis,ok,Veniliornis frontalis,Dot-fronted Woodpecker,
Veniliornis lignarius,striped-woodpecker-veniliornis-lignarius,ok,Veniliornis lignarius,Striped Woodpecker,
Veniliornis maculifrons,yellow-eared-woodpecker-veniliornis-maculifrons,ok,Veniliornis maculifrons,Yellow-eared Woodpecker,
Veniliornis mixtus,checkered-woodpecker-veniliornis-mixtus,ok,Veniliornis mixtus,Checkered Woodpecker,
Veniliornis nigriceps,bar-bellied-woodpecker-veniliornis-nigriceps,ok,Veniliornis nigriceps,Bar-bellied Woodpecker,
Veniliornis passerinus,little-woodpecker-veniliornis-passerinus,ok,Veniliornis passerinus,Little Woodpecker,
